sample_id,split,pre_path,post_path,label_path,mask_path,mask_status
sample_00125,val,data/processed/val/pre/sample_00125.tif,data/processed/val/post/sample_00125.tif,data/raw/annotations/0_41_60.geojson,data/processed/val/mask/sample_00125.png,OK
sample_00172,val,data/processed/val/pre/sample_00172.tif,data/processed/val/post/sample_00172.tif,data/raw/annotations/0_30_60.geojson,data/processed/val/mask/sample_00172.png,OK
sample_00038,val,data/processed/val/pre/sample_00038.tif,data/processed/val/post/sample_00038.tif,data/raw/annotations/0_16_68.geojson,data/processed/val/mask/sample_00038.png,OK
sample_00195,val,data/processed/val/pre/sample_00195.tif,data/processed/val/post/sample_00195.tif,data/raw/annotations/0_27_66.geojson,data/processed/val/mask/sample_00195.png,OK
sample_00126,val,data/processed/val/pre/sample_00126.tif,data/processed/val/post/sample_00126.tif,data/raw/annotations/0_27_67.geojson,data/processed/val/mask/sample_00126.png,OK
sample_00175,val,data/processed/val/pre/sample_00175.tif,data/processed/val/post/sample_00175.tif,data/raw/annotations/0_16_66.geojson,data/processed/val/mask/sample_00175.png,OK
sample_00165,val,data/processed/val/pre/sample_00165.tif,data/processed/val/post/sample_00165.tif,data/raw/annotations/0_40_67.geojson,data/processed/val/mask/sample_00165.png,OK
sample_00095,test,data/processed/test/pre/sample_00095.tif,data/processed/test/post/sample_00095.tif,data/raw/annotations/0_26_67.geojson,data/processed/test/mask/sample_00095.png,OK
sample_00115,test,data/processed/test/pre/sample_00115.tif,data/processed/test/post/sample_00115.tif,data/raw/annotations/0_39_60.geojson,data/processed/test/mask/sample_00115.png,OK
sample_00029,test,data/processed/test/pre/sample_00029.tif,data/processed/test/post/sample_00029.tif,data/raw/annotations/0_15_67.geojson,data/processed/test/mask/sample_00029.png,OK
sample_00018,test,data/processed/test/pre/sample_00018.tif,data/processed/test/post/sample_00018.tif,data/raw/annotations/0_30_66.geojson,data/processed/test/mask/sample_00018.png,OK
sample_00078,test,data/processed/test/pre/sample_00078.tif,data/processed/test/post/sample_00078.tif,data/raw/annotations/0_41_62.geojson,data/processed/test/mask/sample_00078.png,OK
sample_00073,test,data/processed/test/pre/sample_00073.tif,data/processed/test/post/sample_00073.tif,data/raw/annotations/0_31_61.geojson,data/processed/test/mask/sample_00073.png,OK
sample_00164,test,data/processed/test/pre/sample_00164.tif,data/processed/test/post/sample_00164.tif,data/raw/annotations/0_32_57.geojson,data/processed/test/mask/sample_00164.png,OK
sample_00086,test,data/processed/test/pre/sample_00086.tif,data/processed/test/post/sample_00086.tif,data/raw/annotations/0_36_61.geojson,data/processed/test/mask/sample_00086.png,OK
sample_00166,test,data/processed/test/pre/sample_00166.tif,data/processed/test/post/sample_00166.tif,data/raw/annotations/0_40_63.geojson,data/processed/test/mask/sample_00166.png,OK
sample_00079,test,data/processed/test/pre/sample_00079.tif,data/processed/test/post/sample_00079.tif,data/raw/annotations/0_24_66.geojson,data/processed/test/mask/sample_00079.png,OK
sample_00075,test,data/processed/test/pre/sample_00075.tif,data/processed/test/post/sample_00075.tif,data/raw/annotations/0_29_64.geojson,data/processed/test/mask/sample_00075.png,OK
sample_00096,test,data/processed/test/pre/sample_00096.tif,data/processed/test/post/sample_00096.tif,data/raw/annotations/0_43_63.geojson,data/processed/test/mask/sample_00096.png,OK
sample_00056,test,data/processed/test/pre/sample_00056.tif,data/processed/test/post/sample_00056.tif,data/raw/annotations/0_39_62.geojson,data/processed/test/mask/sample_00056.png,OK
sample_00159,test,data/processed/test/pre/sample_00159.tif,data/processed/test/post/sample_00159.tif,data/raw/annotations/0_23_69.geojson,data/processed/test/mask/sample_00159.png,OK
sample_00127,test,data/processed/test/pre/sample_00127.tif,data/processed/test/post/sample_00127.tif,data/raw/annotations/0_29_62.geojson,data/processed/test/mask/sample_00127.png,OK
sample_00153,test,data/processed/test/pre/sample_00153.tif,data/processed/test/post/sample_00153.tif,data/raw/annotations/0_30_69.geojson,data/processed/test/mask/sample_00153.png,OK
sample_00161,test,data/processed/test/pre/sample_00161.tif,data/processed/test/post/sample_00161.tif,data/raw/annotations/0_19_65.geojson,data/processed/test/mask/sample_00161.png,OK
sample_00069,test,data/processed/test/pre/sample_00069.tif,data/processed/test/post/sample_00069.tif,data/raw/annotations/0_29_68.geojson,data/processed/test/mask/sample_00069.png,OK
sample_00199,test,data/processed/test/pre/sample_00199.tif,data/processed/test/post/sample_00199.tif,data/raw/annotations/0_31_66.geojson,data/processed/test/mask/sample_00199.png,OK
sample_00186,test,data/processed/test/pre/sample_00186.tif,data/processed/test/post/sample_00186.tif,data/raw/annotations/0_37_60.geojson,data/processed/test/mask/sample_00186.png,OK
sample_00122,test,data/processed/test/pre/sample_00122.tif,data/processed/test/post/sample_00122.tif,data/raw/annotations/0_32_68.geojson,data/processed/test/mask/sample_00122.png,OK
sample_00068,test,data/processed/test/pre/sample_00068.tif,data/processed/test/post/sample_00068.tif,data/raw/annotations/0_42_69.geojson,data/processed/test/mask/sample_00068.png,OK
sample_00019,test,data/processed/test/pre/sample_00019.tif,data/processed/test/post/sample_00019.tif,data/raw/annotations/0_26_62.geojson,data/processed/test/mask/sample_00019.png,OK
sample_00005,test,data/processed/test/pre/sample_00005.tif,data/processed/test/post/sample_00005.tif,data/raw/annotations/0_36_68.geojson,data/processed/test/mask/sample_00005.png,OK
sample_00060,test,data/processed/test/pre/sample_00060.tif,data/processed/test/post/sample_00060.tif,data/raw/annotations/0_21_67.geojson,data/processed/test/mask/sample_00060.png,OK
sample_00098,test,data/processed/test/pre/sample_00098.tif,data/processed/test/post/sample_00098.tif,data/raw/annotations/0_30_63.geojson,data/processed/test/mask/sample_00098.png,OK
sample_00200,test,data/processed/test/pre/sample_00200.tif,data/processed/test/post/sample_00200.tif,data/raw/annotations/0_27_62.geojson,data/processed/test/mask/sample_00200.png,OK
sample_00174,test,data/processed/test/pre/sample_00174.tif,data/processed/test/post/sample_00174.tif,data/raw/annotations/0_28_65.geojson,data/processed/test/mask/sample_00174.png,OK
sample_00067,test,data/processed/test/pre/sample_00067.tif,data/processed/test/post/sample_00067.tif,data/raw/annotations/0_27_69.geojson,data/processed/test/mask/sample_00067.png,OK
sample_00045,test,data/processed/test/pre/sample_00045.tif,data/processed/test/post/sample_00045.tif,data/raw/annotations/0_27_64.geojson,data/processed/test/mask/sample_00045.png,OK
sample_00009,test,data/processed/test/pre/sample_00009.tif,data/processed/test/post/sample_00009.tif,data/raw/annotations/0_29_70.geojson,data/processed/test/mask/sample_00009.png,OK
